name,phone,review_count,price,food_type,rating,address,town,zip_search
25. Corner Gourmet II,(212) 406-220066 W BroadwayTriBeCa,37,$,"$Coffee & Tea, Bagels",2 star rating,66 W Broadway,TriBeCa,10280
26. Coffee Cart,Park Pl & BroadwayFinancial District,1,$,"$Street Vendors, Coffee & Tea, Bagels",4 star rating,Park Pl & Broadway,Financial District,10280
27. Pastrami & Pickles,(646) 859-252530 Vandam StSouth Village,,,"Food Delivery Services, Bagels, Sandwiches",,30 Vandam St,South Village,10280
28. Pizza Plus,(212) 934-18004 South St,14,$,"$Pizza, Coffee & Tea, Bagels",2 star rating,4 South St,,10280
29. Silk Road Cafe,(646) 239-993530 Mott StChinatown,163,$,"$Coffee & Tea, Bubble Tea, Bagels",3.5 star rating,30 Mott St,Chinatown,10280
30. Coffee Cart,240 Greenwich StTriBeCa,,,"Coffee & Tea, Bagels, Donuts",,240 Greenwich St,TriBeCa,10280
Porto Rico Importing Company,(212) 477-5421201 Bleecker StGreenwich Village,464,,"Candy Stores, Coffee & Tea",4.5 star rating,201 Bleecker St,Greenwich Village,10280
Bagels on the Square,(212) 691-30417 Carmine StWest Village,447,,"Bakeries, Bagels",4 star rating,7 Carmine St,West Village,10281
Ess-a-Bagel,(347) 589-8776108 W 32nd StMidtown West,143,,"Bagels, Sandwiches, Breakfast & Brunch",3.5 star rating,108 W 32nd St,Midtown West,10281
1. Leo’s Bagels,(212) 785-47003 Hanover SqFinancial District,895,$,"$Coffee & Tea, Bagels, Breakfast & Brunch",3.5 star rating,3 Hanover Sq,Financial District,10281
2. Russ & Daughters,(212) 475-4880179 E Houston StLower East Side,2269,$$,"$$Bagels, Smokehouse, Bakeries",4.5 star rating,179 E Houston St,Lower East Side,10281
3. Wonder Bagels,(201) 433-8082517 Jersey Ave,495,$,$Bagels,4 star rating,517 Jersey Ave,,10281
4. Zucker’s Bagels & Smoked Fish,(212) 608-5844146 Chambers StTriBeCa,670,$,"$Delis, Bagels, Breakfast & Brunch",3 star rating,146 Chambers St,TriBeCa,10281
5. Konditori,(646) 692-3229135 William StFinancial District,55,$,"$Coffee & Tea, Bakeries, Bagels",4 star rating,135 William St,Financial District,10281
6. Brooklyn Bagel & Coffee Company,(212) 477-307063 E 8th StGreenwich Village,126,$,"$Bagels, Coffee & Tea, Breakfast & Brunch",4.5 star rating,63 E 8th St,Greenwich Village,10281
7. Bagels on the Square,(212) 691-30417 Carmine StWest Village,447,$,"$Bakeries, Bagels",4 star rating,7 Carmine St,West Village,10281
8. Pick A Bagel,(212) 786-9200102 N End AveBattery Park,217,$$,$$Bagels,2.5 star rating,102 N End Ave,Battery Park,10281
9. Brooklyn Bagel & Coffee Company,(212) 924-2824286 8th AveChelsea,1470,$,"$Bagels, Breakfast & Brunch, Cafes",4 star rating,286 8th Ave,Chelsea,10281
10. Black Seed Bagels At Hudson Eats,(646) 915-1500200 Vesey StBattery Park,189,$$,"$$Bagels, Breakfast & Brunch, Sandwiches",2 star rating,200 Vesey St,Battery Park,10281
Blue Bottle Coffee,(510) 653-3394150 Greenwich StFinancial District,107,,Coffee & Tea,4.5 star rating,150 Greenwich St,Financial District,10281
Bagels on the Square,(212) 691-30417 Carmine StWest Village,447,,"Bakeries, Bagels",4 star rating,7 Carmine St,West Village,10281
Blue Bottle Coffee,(510) 653-3394150 Greenwich StFinancial District,107,,Coffee & Tea,4.5 star rating,150 Greenwich St,Financial District,10281
11. Tompkins Square Bagels - Avenue A,(646) 351-6520165 Avenue AEast Village,1140,$,$Bagels,4 star rating,165 Avenue A,East Village,10281
12. O’Bagel,(201) 683-8600600 Washington St,363,$,"$Breakfast & Brunch, Bagels",3.5 star rating,600 Washington St,,10281
13. Baz Bagel and Restaurant,(212) 335-0609181 Grand StLittle Italy,398,$$,"$$Breakfast & Brunch, Bagels, Diners",3.5 star rating,181 Grand St,Little Italy,10281
14. Black Seed Bagels,(646) 915-1500170 Elizabeth StNolita,701,$$,"$$Breakfast & Brunch, Bagels, Sandwiches",3 star rating,170 Elizabeth St,Nolita,10281
15. Kossar’s,(212) 473-4810367 Grand StLower East Side,536,$,"$Bakeries, Bagels, Coffee & Tea",3.5 star rating,367 Grand St,Lower East Side,10281
16. Tompkins Square Bagels - 2nd Ave,(917) 472-7639184 2nd AveEast Village,239,$,"$Bagels, Salad, Sandwiches",4 star rating,184 2nd Ave,East Village,10281
17. Tribeca Bagels,(212) 226-8518374 Canal StTriBeCa,155,$,"$Delis, Bagels, Bakeries",3 star rating,374 Canal St,TriBeCa,10281
18. JP’s Bagel Express,(201) 963-552252 Newark St,152,$,"$Bagels, Breakfast & Brunch, Caterers",3.5 star rating,52 Newark St,,10281
19. The Bagel Store,(347) 529-430169 5th AvePark Slope,26,,"Bagels, Delis, Coffee & Tea",4 star rating,69 5th Ave,Park Slope,10281
20. Hoboken Hot Bagels,(201) 798-9640634 Washington St,199,$,"$Breakfast & Brunch, Bagels",3.5 star rating,634 Washington St,,10281
Ess-a-Bagel,(347) 589-8776108 W 32nd StMidtown West,143,,"Sandwiches, Bagels, Breakfast & Brunch",3.5 star rating,108 W 32nd St,Midtown West,10281
Oslo Coffee Roasters,(718) 782-0332236 W 10th StWest Village,29,,Coffee Roasteries,4.5 star rating,236 W 10th St,West Village,10281
Bagels on the Square,(212) 691-30417 Carmine StWest Village,447,,"Bagels, Bakeries",4 star rating,7 Carmine St,West Village,10281
21. Russ & Daughters Cafe,(212) 475-4881127 Orchard StLower East Side,1008,$$,"$$Bagels, Coffee & Tea, Delis",4 star rating,127 Orchard St,Lower East Side,10281
22. Ess-A-Bagel,(212) 260-2252324 1st AveStuyvesant Town,870,$,"$Bagels, Breakfast & Brunch, Sandwiches",4 star rating,324 1st Ave,Stuyvesant Town,10281
23. Bagels & Schmear,(212) 725-7873116 E 28th StFlatiron,518,$,"$Bagels, Bakeries, Coffee & Tea",4 star rating,116 E 28th St,Flatiron,10281
24. Smith St Bagels,(718) 858-6000202 Smith StCobble Hill,394,$$,"$$Bagels, Sandwiches, Burgers",4 star rating,202 Smith St,Cobble Hill,10281
25. Heaven’s Hot Bagel,(212) 420-7566283 E Houston StLower East Side,202,$,"$Bagels, Delis, Breakfast & Brunch",4 star rating,283 E Houston St,Lower East Side,10281
26. Davidovich Bakery,(646) 918-676388 Essex StLower East Side,114,$,"$Bagels, Coffee & Tea, Bakeries",3.5 star rating,88 Essex St,Lower East Side,10281
27. Murray’s Bagels,(212) 462-2830500 Ave Of The AmericasGreenwich Village,849,$,$Bagels,3.5 star rating,500 Ave Of The Americas,Greenwich Village,10281
28. Bergen Bagels,(718) 789-7600473 Bergen StProspect Heights,390,$,$Bagels,4 star rating,473 Bergen St,Prospect Heights,10281
29. Tal Bagels,(212) 387-8100357 1st AveStuyvesant Town,135,$,"$Bagels, Breakfast & Brunch, Sandwiches",3.5 star rating,357 1st Ave,Stuyvesant Town,10281
30. Hudson Bagels,(212) 675-290682 Christopher StWest Village,128,$,$Bagels,3 star rating,82 Christopher St,West Village,10281
Blue Bottle Coffee,(510) 653-3394150 Greenwich StFinancial District,107,,Coffee & Tea,4.5 star rating,150 Greenwich St,Financial District,10281
Bagels on the Square,(212) 691-30417 Carmine StWest Village,447,,"Bagels, Bakeries",4 star rating,7 Carmine St,West Village,10282
Oslo Coffee Roasters,(718) 782-0332236 W 10th StWest Village,29,,Coffee Roasteries,4.5 star rating,236 W 10th St,West Village,10282
1. Zucker’s Bagels & Smoked Fish,(212) 608-5844146 Chambers StTriBeCa,670,$,"$Delis, Bagels, Breakfast & Brunch",3 star rating,146 Chambers St,TriBeCa,10282
2. Pick A Bagel,(212) 786-9200102 N End AveBattery Park,217,$$,$$Bagels,2.5 star rating,102 N End Ave,Battery Park,10282
3. Konditori,(646) 692-3229135 William StFinancial District,55,$,"$Coffee & Tea, Bakeries, Bagels",4 star rating,135 William St,Financial District,10282
4. Black Seed Bagels At Hudson Eats,(646) 915-1500200 Vesey StBattery Park,189,$$,"$$Bagels, Breakfast & Brunch, Sandwiches",2 star rating,200 Vesey St,Battery Park,10282
5. Tribeca Bagels,(212) 226-8518374 Canal StTriBeCa,155,$,"$Delis, Bagels, Bakeries",3 star rating,374 Canal St,TriBeCa,10282
6. Spring Streets Finest Deli,(212) 343-2335322 Spring StSouth Village,19,$,"$Delis, Bagels, Burgers",4 star rating,322 Spring St,South Village,10282
7. Thompson Finest Deli,(212) 343-233720 Thompson StSouth Village,53,$,"$Delis, Bagels, Sandwiches",4 star rating,20 Thompson St,South Village,10282
8. Olive’s,(212) 858-0111225 Liberty StBattery Park,74,$$,"$$Coffee & Tea, Breakfast & Brunch, Bagels",3.5 star rating,225 Liberty St,Battery Park,10282
9. The Great American Bagel Bakery,(646) 596-7105Located in Fulton CenterFinancial District,25,,"Bagels, Coffee & Tea, Breakfast & Brunch",1.5 star rating,,Financial District,10282
10. Corner Gourmet II,(212) 406-220066 W BroadwayTriBeCa,37,$,"$Coffee & Tea, Bagels",2 star rating,66 W Broadway,TriBeCa,10282
Blue Bottle Coffee,(510) 653-3394150 Greenwich StFinancial District,107,,Coffee & Tea,4.5 star rating,150 Greenwich St,Financial District,10282
Bagels on the Square,(212) 691-30417 Carmine StWest Village,447,,"Bagels, Bakeries",4 star rating,7 Carmine St,West Village,10282
Ess-a-Bagel,(347) 589-8776108 W 32nd StMidtown West,143,,"Breakfast & Brunch, Bagels, Sandwiches",3.5 star rating,108 W 32nd St,Midtown West,10282
11. Kafeneo,(646) 480-339980 Maiden LnFinancial District,5,$,"$Coffee & Tea, Bagels",3.5 star rating,80 Maiden Ln,Financial District,10282
12. Coffee Cart,Park Pl & BroadwayFinancial District,1,$,"$Street Vendors, Coffee & Tea, Bagels",4 star rating,Park Pl & Broadway,Financial District,10282
13. Pastrami & Pickles,(646) 859-252530 Vandam StSouth Village,,,"Food Delivery Services, Bagels, Sandwiches",,30 Vandam St,South Village,10282
14. Coffee Cart,240 Greenwich StTriBeCa,,,"Coffee & Tea, Bagels, Donuts",,240 Greenwich St,TriBeCa,10282
Ess-a-Bagel,(347) 589-8776108 W 32nd StMidtown West,143,,"Breakfast & Brunch, Bagels, Sandwiches",3.5 star rating,108 W 32nd St,Midtown West,10282
Bagels on the Square,(212) 691-30417 Carmine StWest Village,447,,"Bakeries, Bagels",4 star rating,7 Carmine St,West Village,10282
Nature’s Grill Cafe,(718) 948-66004115 Hylan BlvdGreat Kills,84,,"Salad, Wraps, Juice Bars & Smoothies",4.5 star rating,4115 Hylan Blvd,Great Kills,10301
Novelli’s Pork Store,(718) 351-07903161 Amboy RdRichmond Town,32,,"Butcher, Caterers, Delis",3.5 star rating,3161 Amboy Rd,Richmond Town,10301
1. Everything Bagels & Deli,(201) 620-953591 E 22nd St,26,,"Bagels, Delis",4.5 star rating,91 E 22nd St,,10301
2. Clove Road Bagels,(718) 727-60001300 Clove RdSunnyside,20,$,"$Bagels, Coffee & Tea, Grocery",3 star rating,1300 Clove Rd,Sunnyside,10301
3. Heartland Bagels,(718) 761-42892311 Richmond AveHeartland Village,99,$,"$Bakeries, Bagels",4 star rating,2311 Richmond Ave,Heartland Village,10301
4. The Bagel Bin,(718) 442-2300486 Forest AveWest Brighton,30,$,$Bagels,3 star rating,486 Forest Ave,West Brighton,10301
5. Mr. Bagels Cafe,(718) 836-30009417 3rd AveFort Hamilton,1,,"Bagels, Delis",5 star rating,9417 3rd Ave,Fort Hamilton,10301
6. Bagels N’ Buns,(718) 761-19002491 Victory BlvdWesterleigh,44,$,"$Bagels, Bakeries, Coffee & Tea",3.5 star rating,2491 Victory Blvd,Westerleigh,10301
7. Forest superette and bagels,(718) 273-6928350 Forest AveWest Brighton,3,$,$Bagels,2.5 star rating,350 Forest Ave,West Brighton,10301
8. Forest Avenue Bagels,(718) 720-58271180 Forest AveWesterleigh,28,$,$Bagels,3.5 star rating,1180 Forest Ave,Westerleigh,10301
9. Bagels By The Bay,(718) 815-44471235 Bay StShore Acres,38,$,"$Bagels, Breakfast & Brunch",3.5 star rating,1235 Bay St,Shore Acres,10301
10. Hot & Toasty Bagels,(201) 339-07551026 Avenue C,21,$,"$Bagels, Coffee & Tea, Sandwiches",4 star rating,1026 Avenue C,,10301
Nature’s Grill Cafe,(718) 948-66004115 Hylan BlvdGreat Kills,84,,"Salad, Juice Bars & Smoothies, Wraps",4.5 star rating,4115 Hylan Blvd,Great Kills,10301
Novelli’s Pork Store,(718) 351-07903161 Amboy RdRichmond Town,32,,"Delis, Butcher, Caterers",3.5 star rating,3161 Amboy Rd,Richmond Town,10301
11. Smiley’s Bagels,(718) 442-33541980 Victory Blvd,26,$,"$Bagels, Burgers, Sandwiches",3 star rating,1980 Victory Blvd,,10301
12. Sunrise Bagel,(718) 727-1397900 Hylan BlvdArrochar,9,$,$Bagels,4 star rating,900 Hylan Blvd,Arrochar,10301
13. H & L Bagels,(718) 748-66268818 3rd AveBay Ridge,41,$,$Bagels,4 star rating,8818 3rd Ave,Bay Ridge,10301
14. Bagel Boy,(718) 748-03668002 3rd AveBay Ridge,276,$,"$Bagels, Breakfast & Brunch",4 star rating,8002 3rd Ave,Bay Ridge,10301
15. Bagel Land,(718) 273-19631841 Forest AveGraniteville,21,$,$Bagels,3.5 star rating,1841 Forest Ave,Graniteville,10301
16. Manor Bagels & Superette,(718) 370-1292931 Manor RdCastleton Corners,45,$$$$,"$$$$Bagels, Delis",2.5 star rating,931 Manor Rd,Castleton Corners,10301
17. Bagel Supreme,(718) 745-11089401 5th AveFort Hamilton,60,$,"$Bagels, Sandwiches, Breakfast & Brunch",3.5 star rating,9401 5th Ave,Fort Hamilton,10301
18. Broadway Hot Bagels,(201) 339-0704581 Broadway,43,$,"$Bagels, Bakeries, Coffee & Tea",3.5 star rating,581 Broadway,,10301
19. Bagel Bistro Diner & Grill,(718) 720-69191810 Victory Blvd,93,$$,"$$Bakeries, Bagels, American (New)",2.5 star rating,1810 Victory Blvd,,10301
20. S & T Bagels & Deli,(718) 981-2100463 Forest AveWest Brighton,6,,"Bagels, Delis",3.5 star rating,463 Forest Ave,West Brighton,10301
Nature’s Grill Cafe,(718) 948-66004115 Hylan BlvdGreat Kills,84,,"Salad, Wraps, Juice Bars & Smoothies",4.5 star rating,4115 Hylan Blvd,Great Kills,10301
Novelli’s Pork Store,(718) 351-07903161 Amboy RdRichmond Town,32,,"Caterers, Delis, Butcher",3.5 star rating,3161 Amboy Rd,Richmond Town,10301
21. Bagels on the blvd,(718) 667-78001728 Hylan BlvdDongan Hills,17,,"Bagels, Sandwiches, Coffee & Tea",3 star rating,1728 Hylan Blvd,Dongan Hills,10301
22. Fantastic Bagels,(718) 238-07338614 4th AveBay Ridge,58,$,"$Bagels, Breakfast & Brunch",3.5 star rating,8614 4th Ave,Bay Ridge,10301
23. Dyker Park Bagels,(718) 836-6336713 86th StBay Ridge,108,$,"$Bagels, Breakfast & Brunch, Coffee & Tea",3.5 star rating,713 86th St,Bay Ridge,10301
24. Bagel Villa,(718) 745-11757221 5th AveBay Ridge,54,$,"$Sandwiches, Breakfast & Brunch, Bagels",4 star rating,7221 5th Ave,Bay Ridge,10301
25. Milk N-Things,(718) 815-7884843 Forest AveWest Brighton,9,,"Delis, Sandwiches, Bagels",3 star rating,843 Forest Ave,West Brighton,10301
26. Hot Bagel and Deli,(718) 748-26607017 3rd AveBay Ridge,8,$,"$Delis, Bagels",4.5 star rating,7017 3rd Ave,Bay Ridge,10301
27. Sam’s Bagels,(718) 680-57007715 5th AveBay Ridge,37,$,"$Bagels, Breakfast & Brunch, Sandwiches",4 star rating,7715 5th Ave,Bay Ridge,10301
28. Park Bagels,(718) 331-20901410 86th StDyker Heights,35,$$,$$Bagels,4 star rating,1410 86th St,Dyker Heights,10301
29. Perk Up Cafe,(201) 436-0101317 Broadway,130,$$,"$$Coffee & Tea, Sandwiches, Bagels",4 star rating,317 Broadway,,10301
30. Bagel Pub,313 36th StSunset Park,26,,"Juice Bars & Smoothies, Breakfast & Brunch, Bagels",4 star rating,313 36th St,Sunset Park,10301
Nature’s Grill Cafe,(718) 948-66004115 Hylan BlvdGreat Kills,84,,"Juice Bars & Smoothies, Salad, Wraps",4.5 star rating,4115 Hylan Blvd,Great Kills,10302
Novelli’s Pork Store,(718) 351-07903161 Amboy RdRichmond Town,32,,"Caterers, Butcher, Delis",3.5 star rating,3161 Amboy Rd,Richmond Town,10302
1. Bagels N’ Buns,(718) 761-19002491 Victory BlvdWesterleigh,44,$,"$Bagels, Bakeries, Coffee & Tea",3.5 star rating,2491 Victory Blvd,Westerleigh,10302
2. Bagel Land,(718) 273-19631841 Forest AveGraniteville,21,$,$Bagels,3.5 star rating,1841 Forest Ave,Graniteville,10302
3. Heartland Bagels,(718) 761-42892311 Richmond AveHeartland Village,99,$,"$Bakeries, Bagels",4 star rating,2311 Richmond Ave,Heartland Village,10302
4. Everything Bagels & Deli,(201) 620-953591 E 22nd St,26,,"Bagels, Delis",4.5 star rating,91 E 22nd St,,10302
5. Forest Avenue Bagels,(718) 720-58271180 Forest AveWesterleigh,28,$,$Bagels,3.5 star rating,1180 Forest Ave,Westerleigh,10302
6. Smiley’s Bagels,(718) 442-33541980 Victory Blvd,26,$,"$Bagels, Burgers, Sandwiches",3 star rating,1980 Victory Blvd,,10302
7. Broadway Hot Bagels,(201) 339-0704581 Broadway,43,$,"$Bagels, Bakeries, Coffee & Tea",3.5 star rating,581 Broadway,,10302
8. Bagel Bistro Diner & Grill,(718) 720-69191810 Victory Blvd,93,$$,"$$Bakeries, Bagels, American (New)",2.5 star rating,1810 Victory Blvd,,10302
9. Milk N-Things,(718) 815-7884843 Forest AveWest Brighton,9,,"Delis, Sandwiches, Bagels",3 star rating,843 Forest Ave,West Brighton,10302
10. Perk Up Cafe,(201) 436-0101317 Broadway,130,$$,"$$Coffee & Tea, Sandwiches, Bagels",4 star rating,317 Broadway,,10302
Nature’s Grill Cafe,(718) 948-66004115 Hylan BlvdGreat Kills,84,,"Juice Bars & Smoothies, Salad, Wraps",4.5 star rating,4115 Hylan Blvd,Great Kills,10302
Novelli’s Pork Store,(718) 351-07903161 Amboy RdRichmond Town,32,,"Delis, Butcher, Caterers",3.5 star rating,3161 Amboy Rd,Richmond Town,10302
11. Wonder Bagels,(201) 339-0205311 Bayonne Crossing Way,48,$,"$Bagels, Coffee & Tea",3 star rating,311 Bayonne Crossing Way,,10302
12. Clove Road Bagels,(718) 727-60001300 Clove RdSunnyside,20,$,"$Bagels, Coffee & Tea, Grocery",3 star rating,1300 Clove Rd,Sunnyside,10302
13. Bagel Cafe,(718) 494-32323579 Victory BlvdNew Springville,25,$$,"$$Bagels, Breakfast & Brunch, Burgers",2.5 star rating,3579 Victory Blvd,New Springville,10302
14. The Bagel Bin,(718) 442-2300486 Forest AveWest Brighton,30,$,$Bagels,3 star rating,486 Forest Ave,West Brighton,10302
15. Forest superette and bagels,(718) 273-6928350 Forest AveWest Brighton,3,$,$Bagels,2.5 star rating,350 Forest Ave,West Brighton,10302
16. Manor Bagels & Superette,(718) 370-1292931 Manor RdCastleton Corners,45,$$$$,"$$$$Bagels, Delis",2.5 star rating,931 Manor Rd,Castleton Corners,10302
17. S & T Bagels & Deli,(718) 981-2100463 Forest AveWest Brighton,6,,"Bagels, Delis",3.5 star rating,463 Forest Ave,West Brighton,10302
18. Victory Bagel Time,(718) 983-73453573 Victory BlvdNew Springville,7,$$,$$Bagels,1.5 star rating,3573 Victory Blvd,New Springville,10302
19. Bagel World,(718) 980-33981244 Richmond RdOld Town,,,Bagels,,1244 Richmond Rd,Old Town,10302
20. Chock Full O’nuts,Jersey Gardens Blvd,2,,Bagels,1 star rating,Jersey Gardens Blvd,,10302
Nature’s Grill Cafe,(718) 948-66004115 Hylan BlvdGreat Kills,84,,"Salad, Juice Bars & Smoothies, Wraps",4.5 star rating,4115 Hylan Blvd,Great Kills,10302
Novelli’s Pork Store,(718) 351-07903161 Amboy RdRichmond Town,32,,"Delis, Butcher, Caterers",3.5 star rating,3161 Amboy Rd,Richmond Town,10302
21. Chock Full O Nuts,Jersey Gardens Blvd,7,$$,"$$Coffee & Tea, Bagels, Donuts",1.5 star rating,Jersey Gardens Blvd,,10302
Nature’s Grill Cafe,(718) 948-66004115 Hylan BlvdGreat Kills,84,,"Juice Bars & Smoothies, Salad, Wraps",4.5 star rating,4115 Hylan Blvd,Great Kills,10303
Novelli’s Pork Store,(718) 351-07903161 Amboy RdRichmond Town,32,,"Caterers, Delis, Butcher",3.5 star rating,3161 Amboy Rd,Richmond Town,10303
1. Heartland Bagels,(718) 761-42892311 Richmond AveHeartland Village,99,$,"$Bakeries, Bagels",4 star rating,2311 Richmond Ave,Heartland Village,10303
2. Bagels N’ Buns,(718) 761-19002491 Victory BlvdWesterleigh,44,$,"$Bagels, Bakeries, Coffee & Tea",3.5 star rating,2491 Victory Blvd,Westerleigh,10303
3. Bagel Land,(718) 273-19631841 Forest AveGraniteville,21,$,$Bagels,3.5 star rating,1841 Forest Ave,Graniteville,10303
4. Everything Bagels & Deli,(201) 620-953591 E 22nd St,26,,"Bagels, Delis",4.5 star rating,91 E 22nd St,,10303
5. Forest Avenue Bagels,(718) 720-58271180 Forest AveWesterleigh,28,$,$Bagels,3.5 star rating,1180 Forest Ave,Westerleigh,10303
6. The Bettered Bagel,(718) 303-02301777 S Ave,26,$,"$Bagels, Coffee & Tea, Breakfast & Brunch",3.5 star rating,1777 S Ave,,10303
7. Smiley’s Bagels,(718) 442-33541980 Victory Blvd,26,$,"$Bagels, Burgers, Sandwiches",3 star rating,1980 Victory Blvd,,10303
8. Broadway Hot Bagels,(201) 339-0704581 Broadway,43,$,"$Bagels, Bakeries, Coffee & Tea",3.5 star rating,581 Broadway,,10303
9. Bagel Cafe,(718) 494-32323579 Victory BlvdNew Springville,25,$$,"$$Bagels, Breakfast & Brunch, Burgers",2.5 star rating,3579 Victory Blvd,New Springville,10303
10. Linden Bagel Shop & Deli,(908) 718-5426105 Wood Ave,34,$,"$Bagels, Delis",4 star rating,105 Wood Ave,,10303
Nature’s Grill Cafe,(718) 948-66004115 Hylan BlvdGreat Kills,84,,"Juice Bars & Smoothies, Salad, Wraps",4.5 star rating,4115 Hylan Blvd,Great Kills,10303
Novelli’s Pork Store,(718) 351-07903161 Amboy RdRichmond Town,32,,"Delis, Caterers, Butcher",3.5 star rating,3161 Amboy Rd,Richmond Town,10303
11. Hot & Toasty Bagels,(201) 339-07551026 Avenue C,21,$,"$Bagels, Coffee & Tea, Sandwiches",4 star rating,1026 Avenue C,,10303
12. Bagels on the blvd,(718) 667-78001728 Hylan BlvdDongan Hills,17,,"Bagels, Sandwiches, Coffee & Tea",3 star rating,1728 Hylan Blvd,Dongan Hills,10303
13. Hillside Bagels & Deli,(908) 352-05961147 Liberty Ave,14,,"Delis, Bagels, Fast Food",4 star rating,1147 Liberty Ave,,10303
14. Bagel Bistro Diner & Grill,(718) 720-69191810 Victory Blvd,93,$$,"$$Bakeries, Bagels, American (New)",2.5 star rating,1810 Victory Blvd,,10303
15. Perk Up Cafe,(201) 436-0101317 Broadway,130,$$,"$$Coffee & Tea, Sandwiches, Bagels",4 star rating,317 Broadway,,10303
16. Wonder Bagels,(201) 339-0205311 Bayonne Crossing Way,48,$,"$Bagels, Coffee & Tea",3 star rating,311 Bayonne Crossing Way,,10303
17. Victory Bagel Time,(718) 983-73453573 Victory BlvdNew Springville,7,$$,$$Bagels,1.5 star rating,3573 Victory Blvd,New Springville,10303
18. Milk N-Things,(718) 815-7884843 Forest AveWest Brighton,9,,"Delis, Sandwiches, Bagels",3 star rating,843 Forest Ave,West Brighton,10303
19. Bagel Buster,(718) 967-3354700 Arthur Kill RdGreat Kills,4,,"Delis, Bagels, Grocery",4.5 star rating,700 Arthur Kill Rd,Great Kills,10303
20. Mike’s Bagel Deli & Pizza,(908) 259-5550711 E 1st Ave,26,$$,"$$Bagels, Delis",2.5 star rating,711 E 1st Ave,,10303
Nature’s Grill Cafe,(718) 948-66004115 Hylan BlvdGreat Kills,84,,"Salad, Juice Bars & Smoothies, Wraps",4.5 star rating,4115 Hylan Blvd,Great Kills,10303
Novelli’s Pork Store,(718) 351-07903161 Amboy RdRichmond Town,32,,"Butcher, Delis, Caterers",3.5 star rating,3161 Amboy Rd,Richmond Town,10303
21. Clove Road Bagels,(718) 727-60001300 Clove RdSunnyside,20,$,"$Bagels, Coffee & Tea, Grocery",3 star rating,1300 Clove Rd,Sunnyside,10303
22. Heartland Bagels 2,(718) 966-84941024 Rossville AveRossville,47,$,"$Bagels, Donuts, Delis",4 star rating,1024 Rossville Ave,Rossville,10303
23. Hot Bagels & More,(718) 967-1144758 Arthur Kill RdGreat Kills,17,$,$Bagels,3 star rating,758 Arthur Kill Rd,Great Kills,10303
24. Manor Bagels & Superette,(718) 370-1292931 Manor RdCastleton Corners,45,$$$$,"$$$$Bagels, Delis",2.5 star rating,931 Manor Rd,Castleton Corners,10303
25. Wonder Bagels,(201) 324-1540431 Danforth Ave,50,$,$Bagels,3.5 star rating,431 Danforth Ave,,10303
26. Manhattan Bagel,(908) 687-49001350 Galloping Hill Rd,62,$,"$Bagels, Breakfast & Brunch, Caterers",3.5 star rating,1350 Galloping Hill Rd,,10303
27. Forest superette and bagels,(718) 273-6928350 Forest AveWest Brighton,3,$,$Bagels,2.5 star rating,350 Forest Ave,West Brighton,10303
28. The Bagel Bin,(718) 442-2300486 Forest AveWest Brighton,30,$,$Bagels,3 star rating,486 Forest Ave,West Brighton,10303
29. Manhattan Bagel,(201) 354-9100709 Broadway,52,$,"$Coffee & Tea, Bagels, Sandwiches",2 star rating,709 Broadway,,10303
30. Bagels & Beans,(908) 686-3200342 Chestnut St,59,$,"$Breakfast & Brunch, Bagels, Coffee & Tea",3.5 star rating,342 Chestnut St,,10303
Nature’s Grill Cafe,(718) 948-66004115 Hylan BlvdGreat Kills,84,,"Salad, Wraps, Juice Bars & Smoothies",4.5 star rating,4115 Hylan Blvd,Great Kills,10304
Novelli’s Pork Store,(718) 351-07903161 Amboy RdRichmond Town,32,,"Caterers, Delis, Butcher",3.5 star rating,3161 Amboy Rd,Richmond Town,10304
1. Heartland Bagels,(718) 761-42892311 Richmond AveHeartland Village,99,$,"$Bakeries, Bagels",4 star rating,2311 Richmond Ave,Heartland Village,10304
2. Clove Road Bagels,(718) 727-60001300 Clove RdSunnyside,20,$,"$Bagels, Coffee & Tea, Grocery",3 star rating,1300 Clove Rd,Sunnyside,10304
3. Mr. Bagels Cafe,(718) 836-30009417 3rd AveFort Hamilton,1,,"Bagels, Delis",5 star rating,9417 3rd Ave,Fort Hamilton,10304
4. Bagels N’ Buns,(718) 761-19002491 Victory BlvdWesterleigh,44,$,"$Bagels, Bakeries, Coffee & Tea",3.5 star rating,2491 Victory Blvd,Westerleigh,10304
5. Everything Bagels & Deli,(201) 620-953591 E 22nd St,26,,"Bagels, Delis",4.5 star rating,91 E 22nd St,,10304
6. Sunrise Bagel,(718) 727-1397900 Hylan BlvdArrochar,9,$,$Bagels,4 star rating,900 Hylan Blvd,Arrochar,10304
7. Bagels By The Bay,(718) 815-44471235 Bay StShore Acres,38,$,"$Bagels, Breakfast & Brunch",3.5 star rating,1235 Bay St,Shore Acres,10304
8. The Bagel Bin,(718) 442-2300486 Forest AveWest Brighton,30,$,$Bagels,3 star rating,486 Forest Ave,West Brighton,10304
9. Forest Avenue Bagels,(718) 720-58271180 Forest AveWesterleigh,28,$,$Bagels,3.5 star rating,1180 Forest Ave,Westerleigh,10304
10. Bagels on the blvd,(718) 667-78001728 Hylan BlvdDongan Hills,17,,"Bagels, Sandwiches, Coffee & Tea",3 star rating,1728 Hylan Blvd,Dongan Hills,10304
