name,phone,review_count,price,food_type,rating,address,town
The Bagel Shop,2128608060,137.0,$$,Bagels,4 star rating,1659 3rd Ave,Yorkville
Pio Bagel,7182372777,143.0,$,Bagels,3.5 star rating,136 Lawrence St,Downtown Brooklyn
Ess-a-Bagel,3475898776,143.0,$$,"Bagels, Breakfast & Brunch, Sandwiches",3.5 star rating,108 W 32nd St,Midtown West
Bagel Club,7184236106,143.0,$,"Bagels, Coffee & Tea, Sandwiches",3.5 star rating,20521 35th Ave,Bayside
Cocoa Grinder,,143.0,$,"Bagels, Breakfast & Brunch, Sandwiches",4 star rating,6823 3rd Ave,Bay Ridge
Pick-A-Bagel,2128320051,146.0,$,"Coffee & Tea, Bakeries, Bagels",2.5 star rating,785 Lexington Ave,Upper East Side
La Bagel Delight at Dumbo,7186252235,148.0,$,"Bagels, Fast Food, Delis",3.5 star rating,104 Front St,DUMBO
Bagel Boss Murray Hill,6463681880,148.0,$,"Bagels, Coffee & Tea, Breakfast & Brunch",3 star rating,544 3rd Ave,Murray Hill
JPs Bagel Express,2019635522,152.0,$,"Bagels, Breakfast & Brunch, Caterers",3.5 star rating,52 Newark St,
Bagel Point,7183831600,154.0,,"Coffee & Tea, Breakfast & Brunch, Bagels",3.5 star rating,699 Manhattan Ave,Greenpoint
Tribeca Bagels,2122268518,155.0,$,"Delis, Bagels, Bakeries",3 star rating,374 Canal St,TriBeCa
Astoria Bagel Shop & Deli,7187285169,155.0,$,"Delis, Bagels, Breakfast & Brunch",4 star rating,2812 Ditmars Blvd,Astoria
Rego Bagels,7184596265,156.0,$,"Bagels, Coffee & Tea, Sandwiches",4 star rating,9508 63rd Dr,Rego Park
Lark Cafe,7186761410,162.0,$,"Coffee & Tea, Breakfast & Brunch, Bagels",3.5 star rating,1007 Church Ave,Flatbush
Modern Bread and Bagel,6467752985,162.0,$$,"Breakfast & Brunch, Bakeries, Bagels",4 star rating,472 Columbus Ave,Upper West Side
La Bagel Delight at Court St,7185220520,162.0,$,"Bagels, Salad, Breakfast & Brunch",3.5 star rating,90 Court St,Brooklyn Heights
The Bagel Market,7182304700,163.0,$$,Bagels,3 star rating,106 7th Ave,Park Slope
Lots-O-Bagels,7182677777,163.0,$,Bagels,3.5 star rating,3005 Broadway,Astoria
Silk Road Cafe,6462399935,163.0,$,"Coffee & Tea, Bubble Tea, Bagels",3.5 star rating,30 Mott St,Chinatown
Bagel Belly,2123532299,164.0,$,"Bagels, Sandwiches, Delis",3 star rating,114 Third Ave,East Village
Whitestone Bagel Factory,7187627700,167.0,$,"Bagels, Coffee & Tea, Juice Bars & Smoothies",4 star rating,24-17 149th St,Whitestone
Gramercy Bagels,2123880080,169.0,$,"Bagels, Breakfast & Brunch, Sandwiches",3 star rating,246 3rd Ave,Gramercy
Bergen Bagels,7187896400,170.0,$,"Bagels, Bakeries",3 star rating,949 Fulton St,Clinton Hill
Top Bagel,7182291700,176.0,$,Bagels,3 star rating,4018 Bell Blvd,Bayside
Bagel Boss,2123889292,177.0,$,"Kosher, Bakeries, Bagels",3 star rating,263 1st Ave,Gramercy
La Bagel Delight,7182463744,178.0,$,"Bagels, Breakfast & Brunch",3.5 star rating,73 Lafayette Ave,Fort Greene
Sunset Bagels,7184370905,178.0,$,Bagels,2 star rating,4903 5th Ave,Sunset Park
Bagel Schmagel,7188331774,181.0,$,Bagels,3 star rating,7510 3rd Ave,Bay Ridge
Browns Bagels,2129710002,184.0,$$,"Bagels, Sandwiches, Coffee & Tea",3.5 star rating,132 W 31st St,Midtown West
Sunset Bagels Cafe & Grill,7188879939,185.0,$$,"Delis, Cafes, Bagels",2.5 star rating,1501 Foster Ave,Flatbush
Bagels On The Ave,7187210600,186.0,$,"Bagels, Coffee & Tea, Breakfast & Brunch",3 star rating,3315 30th Ave,Astoria
Bagel Bobs,2125332627,186.0,$,Bagels,4 star rating,51 University Pl,Greenwich Village
Bagel Express III,2122134700,188.0,$,"Bagels, Breakfast & Brunch",3 star rating,340 3rd Ave,Kips Bay
Black Seed Bagels At Hudson Eats,6469151500,189.0,$$,"Bagels, Breakfast & Brunch, Sandwiches",2 star rating,200 Vesey St,Battery Park
H&H Bagels,2124989828,190.0,$$,"Bagels, Salad, Sandwiches",2.5 star rating,526 Columbus Ave,Upper West Side
Broadway Bagel,2126620231,194.0,$,"Bagels, Sandwiches, Burgers",4 star rating,2658 Broadway,Manhattan Valley
Shelskys of Brooklyn Appetizing & Delicateseen,7188558817,197.0,$$$,"Seafood Markets, Bagels",4 star rating,141 Court St,Cobble Hill
Rose & Joes Italian Bakery,7187219422,198.0,$,"Bakeries, Bagels, Pizza",4 star rating,2240 31st St,Astoria
Hoboken Hot Bagels,2017989640,199.0,$,"Breakfast & Brunch, Bagels",3.5 star rating,634 Washington St,
Tal Bagels,2127120171,201.0,$,Bagels,2.5 star rating,2446 Broadway,Upper West Side
Heavens Hot Bagel,2124207566,202.0,$,"Bagels, Delis, Breakfast & Brunch",4 star rating,283 E Houston St,Lower East Side
Mikes Bagels,2129282300,205.0,$,Bagels,4 star rating,4003 Broadway,Washington Heights
Bread Brothers Bagel Cafe - Bushwick,7183815400,211.0,$,"American (Traditional), Bagels, Coffee & Tea",2.5 star rating,220 Bushwick Ave,East Williamsburg
Gotta Getta Bagel,7187931640,212.0,$,Bagels,3 star rating,10709 71st Ave,Forest Hills
Montague Street Bagels,7182372512,212.0,$,"Bagels, Salad, Sandwiches",3 star rating,108 Montague St,Brooklyn Heights
Bagels & Brew,7185454440,213.0,$,"Bagels, Breakfast & Brunch, Cafes",4 star rating,43-05 Broadway,Astoria
Old Country Coffee,6468612171,215.0,$,"Coffee & Tea, Bagels, Sandwiches",4.5 star rating,455 W 34th St,Chelsea
Bagel World,7184991143,215.0,$,"Bagels, Salad, Breakfast & Brunch",4 star rating,339 5th Ave,Park Slope
Bakers Dozen,7183492222,216.0,$,"Bagels, Breakfast & Brunch, Delis",3.5 star rating,788 Manhattan Ave,Greenpoint
NY Bagels & Cafe,2127253777,216.0,$,"Bagels, Breakfast & Brunch, Sandwiches",4 star rating,587 1st Ave,Murray Hill
Pick A Bagel,2127869200,217.0,$$,Bagels,2.5 star rating,102 N End Ave,Battery Park
Court Street Bagels,7186243972,217.0,$,Bagels,4 star rating,181 Court St,Cobble Hill
Bagel Cafe,2126799845,225.0,$,"Bagels, Sandwiches, Breakfast & Brunch",2.5 star rating,429 3rd Ave,Kips Bay
Catskill Bagels,7182825049,225.0,$,"Coffee & Tea, Bagels, Sandwiches",2.5 star rating,1416 Cortelyou Rd,Flatbush
A&S Bagels,5163269288,225.0,$,Bagels,4 star rating,761 Hempstead Tpke,
Double Dutch Espresso,6464298834,226.0,$$,"Bagels, Coffee & Tea, Internet Cafes",4 star rating,2194 Frederick Douglass Blvd,Harlem
Bergen Bagels,7187899300,232.0,$,"Bagels, Breakfast & Brunch, Sandwiches",3 star rating,536 Myrtle Ave,Clinton Hill
Daniels Bagels,2129729733,232.0,$,"Bagels, Breakfast & Brunch, Sandwiches",3 star rating,569 3rd Ave,Murray Hill
Tal Bagels,2127172080,236.0,$$,"Breakfast & Brunch, Bagels, Sandwiches",3 star rating,1228 Lexington Ave,Upper East Side
Brownstone Bagel & Bread,7186226030,239.0,$,"Bagels, Coffee & Tea, Sandwiches",3.5 star rating,671 Union St,Gowanus
Black Seed Bagels,6469151500,239.0,$$,"Bagels, Salad, Sandwiches",3 star rating,176 First Ave,East Village
Tompkins Square Bagels - 2nd Ave,9174727639,239.0,$,"Bagels, Salad, Sandwiches",4 star rating,184 2nd Ave,East Village
Lula Bagel,7187780581,239.0,$,"Bagels, Coffee & Tea, Sandwiches",3.5 star rating,816 Nostrand Ave,Crown Heights
Bakers Dozen Bagels,7188471930,243.0,$,"Bagels, Coffee & Tea",4 star rating,8109 Lefferts Blvd,Kew Gardens
Bagel Talk,2128751267,244.0,$,Bagels,3 star rating,368 Amsterdam Ave,Upper West Side
Baked In Brooklyn Bakery Store,7187883164,245.0,$,"Bakeries, Bagels, Sandwiches",4 star rating,755 5th Ave,Sunset Park
Knickerbocker Bagel,7187098888,246.0,$,"Wraps, Breakfast & Brunch, Bagels",4 star rating,367 Knickerbocker Ave,Bushwick
Tal Bagels,2127539080,250.0,$,"Bagels, Salad, Breakfast & Brunch",3 star rating,979 1st Ave,Midtown East
Sables Smoked Fish,2122496177,250.0,$$,"Seafood Markets, Sandwiches, Bagels",4 star rating,1330 3rd Ave,Upper East Side
New York City Bagel & Coffee House,7187289511,250.0,$$,"Bagels, Coffee & Tea",4 star rating,40-05 Broadway,Astoria
Pick-A-Bagel,2127174668,251.0,$,"Bagels, Breakfast & Brunch, Sandwiches",3.5 star rating,1475 2nd Ave,Upper East Side
Blue Marble,7183996926,253.0,$$,"Ice Cream & Frozen Yogurt, Coffee & Tea, Bagels",4 star rating,186 Underhill Ave,Prospect Heights
Frankels Delicatessen,7183892302,256.0,$$,"Delis, Bagels, Sandwiches",4 star rating,631 Manhattan Ave,Greenpoint
Forest Hills Bagel,7188962221,256.0,$,Bagels,3.5 star rating,10441 Queens Blvd,Forest Hills
Bagel Bobs on York,2125353838,256.0,$,"Bagels, Coffee & Tea, Cafes",3.5 star rating,1641 York Ave,Yorkville
Hand Rolled Bagels,5163521313,264.0,$,Bagels,4 star rating,930 Hillside Ave,
Bagel Hole,7187884014,266.0,$,Bagels,3.5 star rating,400 7th Ave,South Slope
Bagel Boy,7187480366,276.0,$,"Bagels, Breakfast & Brunch",4 star rating,8002 3rd Ave,Bay Ridge
Olde Brooklyn Bagel Shoppe,7186226227,276.0,$,Bagels,3 star rating,645 Vanderbilt Ave,Prospect Heights
Bagels On The Hudson,2017984777,280.0,$,Bagels,2.5 star rating,802 Washington St,
Bantam Bagels,6468526320,280.0,$,"Bagels, Breakfast & Brunch",3 star rating,283 Bleecker St,West Village
Pick A Bagel,2125176590,282.0,$,"Bagels, Breakfast & Brunch",3 star rating,1101 Lexington Ave,Upper East Side
Zuckers Bagels & Smoked Fish,2128742800,282.0,$$,"Sandwiches, Coffee & Tea, Bagels",2.5 star rating,273 Columbus Ave,Upper West Side
La Bagel Delight,7187686107,302.0,$,"Bagels, Breakfast & Brunch, Sandwiches",4 star rating,284 7th Ave,Park Slope
Bagelsmith,3472940046,303.0,$,"Bagels, Salad, Sandwiches",3 star rating,566 Lorimer St,Williamsburg - North Side
Java Day Cafe,7189614444,319.0,$$,"Coffee & Tea, Bagels, Breakfast & Brunch",4.5 star rating,16009 Northern Blvd,Murray Hill
NY Jumbo Bagels,2123556185,320.0,$,"Bagels, Sandwiches, Coffee & Tea",4 star rating,1070 2nd Ave,Midtown East
Bagel Pub,7187742243,323.0,$,"Breakfast & Brunch, Bagels, Coffee & Tea",3.5 star rating,775 Franklin Ave,Crown Heights
Bagel Boy,7183323444,329.0,$$,"Bagels, Sandwiches, Breakfast & Brunch",3.5 star rating,1602 Ave Z,Sheepshead Bay
Pick a Bagel,2126861414,334.0,$,"Bagels, Breakfast & Brunch, Sandwiches",3 star rating,210 E 23rd St,Gramercy
BOs Bagels,9179028345,345.0,$,Bagels,4.5 star rating,235 W 116th St,Harlem
The Jolly Goat Coffee Bar,6465098957,351.0,$,"Coffee & Tea, Cafes, Bagels",4.5 star rating,515 W 47th St,Hell's Kitchen
Davids Bagels,2127802308,352.0,$,"Bagels, Delis, Sandwiches",4 star rating,273 1st Ave,Gramercy
Terrace Bagels,7187683943,361.0,$,"Bagels, Sandwiches, Breakfast & Brunch",3.5 star rating,222 & 222A Prospect Park W,Windsor Terrace
OBagel,2016838600,363.0,$,"Breakfast & Brunch, Bagels",3.5 star rating,600 Washington St,
New York City Bagel Coffee House,7187289500,373.0,$$,Bagels,4 star rating,29-08 23rd Ave,Astoria
Bagel Oasis,7183599245,375.0,$,"Bagels, Delis",4 star rating,18312 Horace Harding Expy,Fresh Meadows
The Chipped Cup,2123688881,381.0,$$,"Coffee & Tea, Bagels",4 star rating,3610 Broadway,Harlem
Bergen Bagels,7187897600,390.0,$,Bagels,4 star rating,473 Bergen St,Prospect Heights
Smith St Bagels,7188586000,394.0,$$,"Bagels, Sandwiches, Burgers",4 star rating,202 Smith St,Cobble Hill
Baz Bagel and Restaurant,2123350609,398.0,$$,"Breakfast & Brunch, Bagels, Diners",3.5 star rating,181 Grand St,Little Italy
Tal Bagels,2124276811,398.0,$,"Bagels, Delis",3 star rating,333 E 86th St,Yorkville
Bagelworks,2127446444,407.0,$,Bagels,4 star rating,1229 1st Ave,Upper East Side
Brooklyn Bagel & Coffee Company,7189328280,431.0,$,"Coffee & Tea, Bagels, Breakfast & Brunch",4 star rating,35-09 Ditmars Blvd,Astoria
Bagels on the Square,2126913041,447.0,$,"Bakeries, Bagels",4 star rating,7 Carmine St,West Village
Bagel Pub,7184994402,470.0,$,"Cafes, Breakfast & Brunch, Bagels",4 star rating,287 9th St,Park Slope
Brooklyn Bagel & Coffee Company,7187771121,473.0,$,"Coffee & Tea, Bagels",4 star rating,36-14 30th Ave,Astoria
Wonder Bagels,2014338082,495.0,$,Bagels,4 star rating,517 Jersey Ave,
Bagelsmith,7182187414,510.0,$,"Bagels, Coffee & Tea, Sandwiches",3.5 star rating,189 Bedford Ave,Williamsburg - North Side
Zuckers Bagels & Smoked Fish,2126611080,512.0,$$,"Bagels, Breakfast & Brunch, Delis",3 star rating,370 Lexington Ave,Midtown East
Bagels & Schmear,2127257873,518.0,$,"Bagels, Bakeries, Coffee & Tea",4 star rating,116 E 28th St,Flatiron
Kossars,2124734810,536.0,$,"Bakeries, Bagels, Coffee & Tea",3.5 star rating,367 Grand St,Lower East Side
Liberty Bagels Midtown,2122791124,555.0,$,"Breakfast & Brunch, Bagels, Sandwiches",4.5 star rating,260 W 35th St,Midtown West
Utopia Bagels,7183522586,659.0,$,"Bakeries, Bagels, Sandwiches",4.5 star rating,1909 Utopia Pkwy,Bay Terrace
Zuckers Bagels & Smoked Fish,2126085844,670.0,$,"Delis, Bagels, Breakfast & Brunch",3 star rating,146 Chambers St,TriBeCa
Black Seed Bagels,6469151500,701.0,$$,"Breakfast & Brunch, Bagels, Sandwiches",3 star rating,170 Elizabeth St,Nolita
Brooklyn Bagel & Coffee Company,7182040141,710.0,$,"Bagels, Coffee & Tea",4.5 star rating,35-05 Broadway,Astoria
Barney Greengrass,2127244707,761.0,$$,"Specialty Food, Delis, Bagels",4 star rating,541 Amsterdam Ave,Upper West Side
Zuckers Bagels And Smoked Fish,6466381335,816.0,$,"Bagels, Breakfast & Brunch, Delis",3.5 star rating,242 8th Ave,Chelsea
H&H Bagels,2127347441,826.0,$,"Bagels, Breakfast & Brunch, Delis",4 star rating,1551 2nd Ave,Upper East Side
Murrays Bagels,2124622830,849.0,$,Bagels,3.5 star rating,500 Ave Of The Americas,Greenwich Village
Ess-A-Bagel,2122602252,870.0,$,"Bagels, Breakfast & Brunch, Sandwiches",4 star rating,324 1st Ave,Stuyvesant Town
Pick A Bagel,2125828333,894.0,$$,"Bagels, Cafes",3.5 star rating,891 8th Ave,Theater District
Leos Bagels,2127854700,895.0,$,"Coffee & Tea, Bagels, Breakfast & Brunch",3.5 star rating,3 Hanover Sq,Financial District
The Donut Pub,6463987007,963.0,$$,"Bakeries, Donuts, Bagels",4 star rating,203 W 14th St,Chelsea
Russ & Daughters Cafe,2124754881,1008.0,$$,"Bagels, Coffee & Tea, Delis",4 star rating,127 Orchard St,Lower East Side
Zabars,2127872000,1020.0,$$,"Bakeries, Coffee & Tea, Bagels",4 star rating,2245 Broadway,Upper West Side
Tompkins Square Bagels - Avenue A,6463516520,1141.0,$,Bagels,4 star rating,165 Avenue A,East Village
Absolute Bagels,2129322052,1428.0,$,"Bakeries, Bagels",4.5 star rating,2788 Broadway,Manhattan Valley
Brooklyn Bagel & Coffee Company,2129242824,1471.0,$,"Bagels, Breakfast & Brunch, Cafes",4 star rating,286 8th Ave,Chelsea
Russ & Daughters,2124754880,2269.0,$$,"Bagels, Smokehouse, Bakeries",4.5 star rating,179 E Houston St,Lower East Side
Best Bagel & Coffee,2125644409,3360.0,$,"Bagels, Coffee & Tea, Breakfast & Brunch",4.5 star rating,225 W 35th St,Midtown West
Ess-a-Bagel,3473435728,3669.0,$,"Bakeries, Bagels, Delis",4 star rating,831 3rd Ave,Midtown East
Center Bagel Store,2013461551,,,Bagels,,1415 Center Ave,
Bagel Buddies,2018869792,,,Bagels,,1365 Inwood Ter,
Pastrami & Pickles,6468592525,,,"Food Delivery Services, Bagels, Sandwiches",,30 Vandam St,South Village
Bagels On the Lane,7186674100,,,Bagels,,166 New Dorp Ln,New Dorp
Holiday Bagels,7189482200,,,Bagels,,4569 Amboy Rd,Eltingville
M & L Bagels,7189792118,,,Bagels,,2724 Hylan Blvd,Oakwood
Hole Lot of Bagels,7182275531,,,Bagels,,6372 Amboy Rd,Princes Bay
Bagel World,7189803398,,,Bagels,,1244 Richmond Rd,Old Town
Hot Bagels,7182272202,,,Bagels,,1307 Arthur Kill Rd,
Brekkie Bagels,,,,Bagels,,1528 Amsterdam Ave,Harlem
Mister Bagel of Broadway,7185490408,,,Bagels,,5672 Broadway,Kingsbridge
Sun Bagels,7185191780,,,Bagels,,3405 Jerome Ave,Norwood
Bagel Court Cafe,9144234077,,,Bagels,,750 Central Park Ave,
Bronx Gourmet Deli,7185611334,,,"Restaurants, Coffee & Tea, Bagels",,921 E 180th St,East Tremont
Intersection Deli,7184841812,,,"Coffee & Tea, Grocery, Bagels",,1103 Castle Hill Ave,Unionport
Rose Bagels,5168230322,,,Bagels,,727 Franklin Ave,
Bagels N A Hole Lot More,5164164620,,,"Bagels, Breakfast & Brunch, American (Traditional)",,2337 Jericho Turnpike,
Ambrosia Bagel Cafe,5164812775,,,Bagels,,313 Nassau Blvd S,
Bagel Bobs,5163742345,,,Bagels,,31 Franklin Ave,
Bagelman of Hewlett,,,,Bagels,,1352 Peninsula Blvd,
Tajses,5167912065,,,Bagels,,126 Mill Rd,
Wholesome Foods,,,,"Bagels, Specialty Food",,,
New York International Bagel & Coffee,7187060055,,$,"Street Vendors, Donuts, Bagels",,49-47 31st,Sunnyside
Brekkie Bagels,3478559166,,,"Bagels, Food Delivery Services",,,Astoria
A & N Deli and Grocery,7183928900,,,"Sandwiches, Coffee & Tea, Bagels",,3426 Steinway St,Astoria
Nordomi Deli #3,7184552373,,$,"Bagels, Grocery, Convenience Stores",,212 Ralph Ave,Bedford Stuyvesant
Fulton Convenience,,,,"Bakeries, Vitamins & Supplements, Bagels",,1128 Fulton St,Clinton Hill
Paradise Bagel and Deli,7182414444,,,"Delis, Bagels",,2144 Ralph Ave,Georgetown
Gloria Coffee Shop,,,,"Sandwiches, Coffee & Tea, Bagels",,1828 Schenectady Ave,Flatlands
Areles Bagels,7184934270,,,Bagels,,331 Kingston Ave,Crown Heights
Bushwick Bagels,3476783928,,,"Bagels, Sandwiches, Kosher",,2 Stanwix St,Bushwick
Grilled & Cheesy,7183831600,,,"Food Delivery Services, Bagels, Sandwiches",,699 Manhattan Ave,Greenpoint
Cyber,7183594523,,,Bagels,,152-23 Depot Rd,Auburndale
Bagels and More,,,,Bagels,,34-15 103rd St,North Corona
Bogaty Bagel and Coffee Shop,7182850700,,,"Coffee & Tea, Bagels, Food Delivery Services",,9522 Ave L,Canarsie
Osorio Food Corp,3472401185,,,"Bagels, Sandwiches, Grocery",,2665 Pitkin Ave,East New York
Big Bagel,,,,"Bagels, Delis",,7427 Metropolitan Ave,Middle Village
J & A Bagels,9176185608,,,"Bagels, Food Delivery Services",,,
New York Frozen Bagels,5163288600,,,Bagels,,1115 2nd Ave,
Bagels for Lovers,7183213826,,,"Bakeries, Bagels",,32-51 Francis Lewis Blvd,Bayside
Slims Bagels Unlimited,7182291140,,,"Bakeries, Bagels",,,Oakland Gardens
Knights of Columbus Genl Sherman,7184452439,,$,Bagels,,16316 Pidgeon Meadow Rd,Flushing
Brekkie Bagels,7185261300,,,Bagels,,87-48 Parsons Blvd,Jamaica
Umiya Deli & Grocery,7184644624,,$,"Grocery, Bagels",,223-24 Union Tpke,Oakland Gardens
Hot Bialys & Bagels,7185440900,,,"Breakfast & Brunch, Bagels",,116 63 Queens Blvd,Forest Hills
Bora-Bora Bukovina,7187939200,,,"Breakfast & Brunch, Bagels",,11329 Queens Blvd,Forest Hills
Direct Bagels,7188962221,,,"Bagels, Food Delivery Services",,104-41 Queens Blvd,Forest Hills
M&O Bagels,7183232900,,,Bagels,,13210 Crossbay Blvd,Ozone Park
Brekkie Bagels,,,,Bagels,,10305 Metropolitan Ave,Forest Hills
Bagel City Gang,,,,Bagels,,Koszykowa 30,Śródmieście
Davidovich Bakery,6465595058,,,"Bakeries, Bagels, Caterers",,79 Clinton St,Lower East Side
Coffee Cart,,,,"Coffee & Tea, Bagels, Donuts",,240 Greenwich St,TriBeCa
